 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on  768  process(es)
 Process grid is ( 8 ,  8 ,  12 )
 Array size is   ( 128 ,  128 ,  128 )
 Global size is  ( 1024 ,  1024 ,  1536 )
 
 Total amount of data =  12288.  MiB
 
 Clock resolution is  3.70233246945575673E-4 , usecs
 
 ------
 MPI-IO                                                          
 ------
 
 Writing to striped/mpiio.dat                                               
 time =  5.1297064851969481 , rate =  2395.4586944613889  MiB/s
 time =  2.3574818233028054 , rate =  5212.3413544646764  MiB/s
 time =  8.6531783472746611 , rate =  1420.0562506457682  MiB/s
 time =  2.7405146341770887 , rate =  4483.8293679427088  MiB/s
 time =  4.6327886423096061 , rate =  2652.3981447757146  MiB/s
 time =  3.2312870528548956 , rate =  3802.8190621886561  MiB/s
 time =  2.5984570570290089 , rate =  4728.9601984224046  MiB/s
 time =  2.6727389991283417 , rate =  4597.5308490681191  MiB/s
 time =  2.8632170204073191 , rate =  4291.6760805829235  MiB/s
 time =  8.7039435869082808 , rate =  1411.7738559889733  MiB/s
 mintime =  2.3574818233028054 , maxrate =  5212.3413544646764  MiB/s
 avgtime =  4.3583313648588957 , avgrate =  3499.6843858541338  MiB/s
 Deleting: striped/mpiio.dat                                               
 
 Writing to defstriped/mpiio.dat                                            
 time =  6.8617923716083169 , rate =  1790.7857502135187  MiB/s
 time =  8.26032904535532 , rate =  1487.5920720021909  MiB/s
 time =  15.590731030330062 , rate =  788.16060491936139  MiB/s
 time =  16.358888050541282 , rate =  751.15129842785473  MiB/s
 time =  21.712773627601564 , rate =  565.93414598949869  MiB/s
 time =  18.004107007756829 , rate =  682.51094012637668  MiB/s
 time =  15.934256073087454 , rate =  771.16872878390063  MiB/s
 time =  12.062841169536114 , rate =  1018.665489108197  MiB/s
 time =  17.166894757188857 , rate =  715.79631458125198  MiB/s
 time =  15.213402582332492 , rate =  807.70885628637757  MiB/s
 mintime =  6.8617923716083169 , maxrate =  1790.7857502135187  MiB/s
 avgtime =  14.716601571533829 , avgrate =  937.94742004385262  MiB/s
 Deleting: defstriped/mpiio.dat                                            
 
 
 ------
  HDF5                                                           
 ------
 
 Writing to striped/hdf5.dat                                                
 time =  16.339212331920862 , rate =  752.05583662033257  MiB/s
 time =  17.901403157040477 , rate =  686.42663886195032  MiB/s
 time =  14.691261299885809 , rate =  836.41559081761829  MiB/s
 time =  15.735173453576863 , rate =  780.92561459541685  MiB/s
 time =  18.553546012379229 , rate =  662.29927108280253  MiB/s
 time =  19.387547317892313 , rate =  633.80889797543875  MiB/s
 time =  11.205542199313641 , rate =  1096.6002163422902  MiB/s
 time =  13.38480079267174 , rate =  918.05624830275804  MiB/s
