 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on  768  process(es)
 Process grid is ( 8 ,  8 ,  12 )
 Array size is   ( 128 ,  128 ,  128 )
 Global size is  ( 1024 ,  1024 ,  1536 )
 
 Total amount of data =  12288.  MiB
 
 Clock resolution is  3.70233246945575673E-4 , usecs
 
 ------
 MPI-IO                                                          
 ------
 
 Writing to striped/mpiio.dat                                               
 time =  3.0080463765189052 , rate =  4085.0434009000965  MiB/s
 time =  2.7349822837859392 , rate =  4492.8993042653847  MiB/s
 time =  2.9630581513047218 , rate =  4147.0667710619282  MiB/s
 time =  2.5940602580085397 , rate =  4736.9755432873017  MiB/s
 time =  2.4695208659395576 , rate =  4975.8640104969872  MiB/s
 time =  2.6983798360452056 , rate =  4553.8436938550194  MiB/s
 time =  7.6987869571894407 , rate =  1596.095601596686  MiB/s
 time =  3.6196802463382483 , rate =  3394.774997717222  MiB/s
 time =  4.0666428953409195 , rate =  3021.6570070802486  MiB/s
 time =  3.2793782437220216 , rate =  3747.0517539487582  MiB/s
 mintime =  2.4695208659395576 , maxrate =  4975.8640104969872  MiB/s
 avgtime =  3.5132536114193504 , avgrate =  3875.1272084209631  MiB/s
 Deleting: striped/mpiio.dat                                               
 
 Writing to defstriped/mpiio.dat                                            
 time =  8.7025829395279288 , rate =  1411.9945865941454  MiB/s
 time =  12.008599082008004 , rate =  1023.2667371176219  MiB/s
 time =  10.123904436826706 , rate =  1213.7609631419655  MiB/s
 time =  11.792388666421175 , rate =  1042.0280697658889  MiB/s
 time =  8.712482457049191 , rate =  1410.3902143364305  MiB/s
 time =  10.094187422655523 , rate =  1217.3342425186852  MiB/s
 time =  10.762530769221485 , rate =  1141.7388961285044  MiB/s
 time =  7.6424530670046806 , rate =  1607.8607081084838  MiB/s
 time =  7.6364201745018363 , rate =  1609.1309434530442  MiB/s
 time =  8.6438337843865156 , rate =  1421.5914265029014  MiB/s
 mintime =  7.6364201745018363 , maxrate =  1609.1309434530442  MiB/s
 avgtime =  9.6119382799603059 , avgrate =  1309.9096787667672  MiB/s
 Deleting: defstriped/mpiio.dat                                            
 
 
 ------
  HDF5                                                           
 ------
 
 Writing to striped/hdf5.dat                                                
 time =  11.081477301195264 , rate =  1108.8774236513211  MiB/s
 time =  11.710196133702993 , rate =  1049.3419460869691  MiB/s
 time =  12.327816657721996 , rate =  996.77017765371647  MiB/s
 time =  11.756516580469906 , rate =  1045.2075592197948  MiB/s
 time =  12.032704220153391 , rate =  1021.2168250108748  MiB/s
 time =  10.886816426180303 , rate =  1128.7046202460226  MiB/s
 time =  11.030710245482624 , rate =  1113.9808522331798  MiB/s
 time =  12.601234278641641 , rate =  975.14257161518253  MiB/s
