 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on  768  process(es)
 Process grid is ( 8 ,  8 ,  12 )
 Array size is   ( 128 ,  128 ,  128 )
 Global size is  ( 1024 ,  1024 ,  1536 )
 
 Total amount of data =  12288.  MiB
 
 Clock resolution is  3.70233246945575673E-4 , usecs
 
 ------
 MPI-IO                                                          
 ------
 
 Writing to striped/mpiio.dat                                               
 time =  0.99864530582271982 , rate =  12304.669063533729  MiB/s
 time =  1.0433457367616938 , rate =  11777.495768698051  MiB/s
 time =  2.1452718826476485 , rate =  5727.945301196236  MiB/s
 time =  0.96054758496757131 , rate =  12792.703029298491  MiB/s
 time =  0.95271105405117851 , rate =  12897.929490529354  MiB/s
 time =  1.3719011495850282 , rate =  8956.913552931177  MiB/s
 time =  2.6784593680058606 , rate =  4587.7119312616405  MiB/s
 time =  2.1182129911176162 , rate =  5801.1163426566363  MiB/s
 time =  3.462524935574038 , rate =  3548.8553089547131  MiB/s
 time =  1.0359602476819418 , rate =  11861.458996612613  MiB/s
 mintime =  0.95271105405117851 , maxrate =  12897.929490529354  MiB/s
 avgtime =  1.6767580256215298 , avgrate =  9025.6798785672636  MiB/s
 Deleting: striped/mpiio.dat                                               
 
 Writing to defstriped/mpiio.dat                                            
 time =  9.4510180740471696 , rate =  1300.1773886924714  MiB/s
 time =  9.711337188447942 , rate =  1265.325233956155  MiB/s
 time =  19.146660641970811 , rate =  641.78293174862301  MiB/s
 time =  11.632630236199475 , rate =  1056.3389148020099  MiB/s
 time =  13.723547630143003 , rate =  895.39529654927549  MiB/s
 time =  11.337801297675469 , rate =  1083.8080221532323  MiB/s
 time =  11.377507080716896 , rate =  1080.0256956839207  MiB/s
 time =  12.753761519066757 , rate =  963.48045881440953  MiB/s
 time =  12.274744704918703 , rate =  1001.0798835658053  MiB/s
 time =  8.8119450610829517 , rate =  1394.4707910480158  MiB/s
 mintime =  8.8119450610829517 , maxrate =  1394.4707910480158  MiB/s
 avgtime =  12.022095343426917 , avgrate =  1068.188461701392  MiB/s
 Deleting: defstriped/mpiio.dat                                            
 
 
 ------
  HDF5                                                           
 ------
 
 Writing to striped/hdf5.dat                                                
 time =  18.75659993669251 , rate =  655.12939666435273  MiB/s
 time =  10.732645054056775 , rate =  1144.9181388287248  MiB/s
 time =  12.414580589407706 , rate =  989.80387710272657  MiB/s
 time =  11.92892775638029 , rate =  1030.1009655647933  MiB/s
 time =  9.7219461947388481 , rate =  1263.9444565790545  MiB/s
 time =  10.690966392823611 , rate =  1149.381594562715  MiB/s
 time =  11.60189017142693 , rate =  1059.1377627641068  MiB/s
 time =  15.306206733439467 , rate =  802.81157925003117  MiB/s
